area_type,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Whitefield,ArsiaEx,2135.0,3.0,2.0,149.0,4.0
Super built-up  Area,Whitefield,Prwer S,3075.0,2.0,3.0,188.0,4.0
Super built-up  Area,Whitefield,BrlisCo,1760.0,3.0,2.0,160.0,3.0
Super built-up  Area,Whitefield,Prtates,1655.0,3.0,2.0,110.0,3.0
Super built-up  Area,Whitefield,Oreldhi,840.0,1.0,1.0,57.0,1.0
Super built-up  Area,Whitefield,AjhalNa,1725.0,3.0,2.0,106.0,3.0
Built-up  Area,Whitefield,,1059.0,2.0,1.0,57.0,2.0
Super built-up  Area,Whitefield,,516.0,1.0,1.0,39.0,1.0
Built-up  Area,Whitefield,,6000.0,4.0,,410.0,4.0
Super built-up  Area,Whitefield,Asarqz ,1639.0,3.0,2.0,107.0,3.0
Built-up  Area,Whitefield,,1820.0,3.0,2.0,113.0,3.0
Built-up  Area,Whitefield,NVaree ,3565.0,4.0,0.0,218.0,4.0
Super built-up  Area,Whitefield,BrlisCo,3410.0,5.0,3.0,253.0,4.0
Plot  Area,Whitefield,StodsWa,4500.0,4.0,,330.0,4.0
Super built-up  Area,Whitefield,Veales ,1250.0,2.0,2.0,85.0,2.0
Super built-up  Area,Whitefield,Asarqz ,1277.0,2.0,1.0,77.0,2.0
Super built-up  Area,Whitefield,Brony H,1820.0,3.0,2.0,140.0,3.0
Built-up  Area,Whitefield,ArsiaEx,3453.0,4.0,2.0,247.0,4.0
Super built-up  Area,Whitefield,Prtates,2280.0,4.0,2.0,125.0,3.0
Super built-up  Area,Whitefield,Prtates,2882.0,5.0,1.0,200.0,4.0
Super built-up  Area,Whitefield,DSersus,1639.5,3.0,0.0,92.63,3.0
Super built-up  Area,Whitefield,Pae 1ov,1190.0,2.0,1.0,70.0,2.0
Super built-up  Area,Whitefield,BrlisCo,1270.0,2.0,1.0,94.0,2.0
Super built-up  Area,Whitefield,Priew P,1220.0,2.0,1.0,89.0,2.0
Super built-up  Area,Whitefield,,3758.0,3.0,1.0,300.0,3.0
Built-up  Area,Whitefield,,1216.0,2.0,1.0,72.0,2.0
Plot  Area,Whitefield,Prrry M,5400.0,5.0,3.0,475.0,4.0
Super built-up  Area,Whitefield,Alsta F,1396.0,3.0,1.0,74.0,3.0
Super built-up  Area,Whitefield,Prtates,1346.0,2.0,1.0,76.01,2.0
Super built-up  Area,Whitefield,,1276.0,2.0,1.0,69.5,2.0
Built-up  Area,Whitefield,Sudama ,1615.0,3.0,0.0,96.9,3.0
Super built-up  Area,Whitefield,DNlleks,1200.0,2.0,3.0,70.0,2.0
Super built-up  Area,Whitefield,AHodsWo,1015.0,2.0,3.0,56.0,2.0
Super built-up  Area,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2.0
Super built-up  Area,Whitefield,Prtates,2321.0,4.0,1.0,157.0,3.0
Super built-up  Area,Whitefield,Veitaus,1224.0,2.0,2.0,75.0,2.0
Super built-up  Area,Whitefield,Prtates,1655.0,3.0,2.0,113.0,3.0
Built-up  Area,Whitefield,,4144.0,5.0,1.0,331.0,5.0
Plot  Area,Whitefield,,1200.0,3.0,2.0,67.75,3.0
Built-up  Area,Whitefield,Mithmn ,1270.0,2.0,1.0,110.0,2.0
Super built-up  Area,Whitefield,SuezeLa,1660.0,3.0,1.0,110.0,3.0
Super built-up  Area,Whitefield,BrlisCo,1270.0,2.0,1.0,105.0,2.0
Super built-up  Area,Whitefield,CalanGo,1315.0,2.0,2.0,69.5,2.0
Super built-up  Area,Whitefield,Oreldhi,1173.0,2.0,1.0,78.2,2.0
Super built-up  Area,Whitefield,,1362.0,2.0,3.0,85.0,2.0
Super built-up  Area,Whitefield,Asarqz ,1457.0,2.0,2.0,105.0,3.0
Super built-up  Area,Whitefield,BrlisCo,1720.0,3.0,2.0,128.0,3.0
Super built-up  Area,Whitefield,Oreldhi,1564.0,3.0,1.0,103.0,3.0
Super built-up  Area,Whitefield,Asarqz ,1639.0,3.0,2.0,107.0,3.0
Super built-up  Area,Whitefield,BrlisCo,1760.0,3.0,2.0,139.0,3.0
Super built-up  Area,Whitefield,Goted U,613.0,1.0,1.0,48.0,1.0
Super built-up  Area,Whitefield,SJces R,1730.0,3.0,2.0,125.0,3.0
Super built-up  Area,Whitefield,Oreldhi,877.0,1.0,1.0,59.0,1.0
Super built-up  Area,Yelachenahalli,PuontBe,1464.0,2.0,3.0,105.0,3.0
Super built-up  Area,Yelachenahalli,,2400.0,1.0,1.0,150.0,2.0
Super built-up  Area,Yelachenahalli,PuontBe,1700.0,3.0,2.0,130.0,3.0
Super built-up  Area,Yelachenahalli,Coona A,1400.0,2.0,3.0,78.0,2.0
Super built-up  Area,Yelachenahalli,,1330.0,3.0,3.0,73.5,3.0
Super built-up  Area,Yelachenahalli,,1100.0,2.0,2.0,60.0,2.0
Super built-up  Area,Yelachenahalli,BaiseBa,1365.0,2.0,1.0,72.0,3.0
Built-up  Area,Yelachenahalli,PuontBe,1110.0,2.0,2.0,110.0,2.0
Plot  Area,Yelahanka,,660.0,1.0,0.0,48.0,1.0
Super built-up  Area,Yelahanka,Niareum,1326.0,2.0,2.0,78.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1327.0,2.0,2.0,98.0,2.0
Super built-up  Area,Yelahanka,Shana S,1705.0,3.0,2.0,95.0,3.0
Super built-up  Area,Yelahanka,NCowsar,1234.0,2.0,2.0,80.0,2.0
Super built-up  Area,Yelahanka,Velas V,1315.0,2.0,2.0,85.0,2.0
Super built-up  Area,Yelahanka,Neite T,1170.0,2.0,1.0,62.5,2.0
Super built-up  Area,Yelahanka,Prensya,697.0,1.0,0.0,45.0,1.0
Built-up  Area,Yelahanka,Leilo E,2195.0,4.0,2.0,127.0,3.0
Super built-up  Area,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3.0
Super built-up  Area,Yelahanka,Ardanru,628.0,1.0,1.0,24.0,1.0
Super built-up  Area,Yelahanka,Prensya,654.0,1.0,1.0,38.4,1.0
Super built-up  Area,Yelahanka,Miitat ,1825.0,3.0,1.0,105.0,3.0
Super built-up  Area,Yelahanka,Niareum,1603.0,3.0,2.0,96.0,3.0
Super built-up  Area,Yelahanka,Prensya,1304.0,2.0,1.0,79.0,2.0
Super built-up  Area,Yelahanka,,1610.0,3.0,1.0,115.0,3.0
Super built-up  Area,Yelahanka,Rarthne,915.0,2.0,2.0,48.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1327.0,2.0,3.0,85.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1566.0,3.0,2.0,97.0,3.0
Built-up  Area,Yelahanka,Niareum,1653.0,3.0,2.0,120.0,3.0
Built-up  Area,Yelahanka,,1275.0,2.0,2.0,95.0,3.0
Super built-up  Area,Yelahanka,Shana S,1270.0,2.0,2.0,78.0,2.0
Super built-up  Area,Yelahanka,Masser ,1400.0,2.0,2.0,80.54,3.0
Super built-up  Area,Yelahanka,PuziaVe,1322.0,2.0,2.0,86.0,2.0
Super built-up  Area,Yelahanka,,1100.0,2.0,1.0,70.0,2.0
Plot  Area,Yelahanka,,1200.0,2.0,1.0,70.0,2.0
Super built-up  Area,Yelahanka,Prensya,654.0,1.0,1.0,37.0,1.0
Built-up  Area,Yelahanka,NCowsar,1465.0,3.0,2.0,80.01,3.0
Super built-up  Area,Yelahanka,Miitat ,2145.0,3.0,3.0,125.0,3.0
Super built-up  Area,Yelahanka,PuziaVe,1322.0,2.0,2.0,75.0,2.0
Super built-up  Area,Yelahanka,Prensya,602.0,1.0,1.0,26.0,1.0
Super built-up  Area,Yelahanka,Rarthne,1100.0,2.0,1.0,60.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1614.0,2.0,1.0,100.0,3.0
Super built-up  Area,Yelahanka,Miitat ,1890.0,3.0,2.0,108.0,3.0
Super built-up  Area,Yelahanka,PuziaVe,1556.0,3.0,2.0,86.0,3.0
Super built-up  Area,Yelahanka,PrrloMo,1610.0,4.0,2.0,85.0,3.0
Super built-up  Area,Yelahanka,Miitat ,1859.0,3.0,1.0,108.0,3.0
Super built-up  Area,Yelahanka,PuziaVe,1322.0,2.0,2.0,80.0,2.0
Super built-up  Area,Yelahanka,NCs 2rj,2600.0,4.0,3.0,175.0,4.0
Super built-up  Area,Yelahanka,Shana S,1305.0,2.0,1.0,78.0,2.0
Built-up  Area,Yelahanka,Velas V,1315.0,2.0,3.0,75.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3.0
Built-up  Area,Yelahanka,BKideor,1650.0,3.0,3.0,105.0,3.0
Built-up  Area,Yelahanka,,3990.0,4.0,1.0,260.0,4.0
Built-up  Area,Yelahanka,NCarkna,1620.0,3.0,2.0,90.0,3.0
Super built-up  Area,Yelahanka,Prensya,654.0,1.0,1.0,36.25,1.0
Super built-up  Area,Yelahanka,NCarkna,1614.0,3.0,2.0,93.0,3.0
Super built-up  Area,Yelahanka,Neite T,694.0,1.0,0.0,30.84,1.0
Super built-up  Area,Yelahanka,Reverve,1115.0,2.0,2.0,60.0,2.0
Super built-up  Area,Yelahanka,Niareum,2317.0,4.0,3.0,140.0,3.0
Super built-up  Area,Yelahanka,Niareum,1653.0,3.0,3.0,93.0,3.0
Super built-up  Area,Yelahanka,Prensya,654.0,1.0,1.0,38.0,1.0
Super built-up  Area,Yelahanka,Shana S,1445.0,2.0,2.0,82.0,2.0
Super built-up  Area,Yelahanka,Prensya,602.0,1.0,1.0,38.0,1.0
Super built-up  Area,Yelahanka,Prensya,697.0,1.0,1.0,35.0,1.0
Super built-up  Area,Yelahanka,Goues A,682.0,1.0,1.0,36.23,1.0
Built-up  Area,Yelahanka,PuziaVe,1560.0,2.0,2.0,98.0,3.0
Super built-up  Area,Yelahanka,PuziaVe,1780.0,3.0,2.0,107.0,3.0
Super built-up  Area,Yelahanka,NCarkna,1076.0,2.0,1.0,78.0,2.0
Built-up  Area,Yelahanka,NCs 2rj,1342.0,2.0,2.0,75.0,3.0
Super built-up  Area,Yelahanka,Aduil T,1823.0,3.0,2.0,103.0,3.0
Super built-up  Area,Yelahanka,Miitat ,1792.0,3.0,1.0,104.0,3.0
Super built-up  Area,Yelahanka,Prensya,1304.0,2.0,1.0,69.97,2.0
Super built-up  Area,Yelahanka,Jatish ,1300.0,2.0,2.0,69.23,2.0
Super built-up  Area,Yelahanka,Prensya,1705.0,3.0,1.0,91.0,3.0
Super built-up  Area,Yelahanka,Miitat ,1835.0,3.0,1.0,108.0,3.0
Super built-up  Area,Yelahanka,Miitat ,1890.0,3.0,2.0,109.0,3.0
Super built-up  Area,Yelahanka,BCivell,700.0,1.0,1.0,38.0,1.0
Super built-up  Area,Yelahanka,Niareum,1491.0,3.0,2.0,85.0,3.0
Super built-up  Area,Yelahanka,LedorSa,1330.0,2.0,1.0,93.65,2.0
Super built-up  Area,Yelahanka,PuziaVe,1600.0,3.0,3.0,100.0,3.0
Built-up  Area,Yelahanka,NCs 2rj,1350.0,2.0,3.0,85.0,3.0
Built-up  Area,Yelahanka,NCarkna,1633.0,3.0,2.0,110.0,3.0
Super built-up  Area,Yelahanka,Goues A,827.5,1.0,0.0,42.535,1.0
Super built-up  Area,Yelahanka,Rarthne,1355.0,2.0,3.0,75.0,3.0
Super built-up  Area,Yelahanka,Pyikad ,1756.0,3.0,2.0,125.0,3.0
Super built-up  Area,Yelahanka,Rarthne,1104.0,2.0,2.0,58.0,2.0
Super built-up  Area,Yelahanka,Masser ,1175.0,2.0,1.0,67.77,2.0
Super built-up  Area,Yelahanka,,1322.0,2.0,1.0,77.9,2.0
Built-up  Area,Yelahanka,Prensya,602.0,1.0,1.0,33.0,1.0
Super built-up  Area,Yelahanka,Velas V,1315.0,2.0,3.0,77.0,2.0
Built-up  Area,Yelahanka,Ardanru,567.0,1.0,1.0,25.0,1.0
Super built-up  Area,Yelahanka,Prensya,602.0,2.0,1.0,30.0,1.0
Super built-up  Area,Yelahanka,NCowsar,1234.0,2.0,2.0,80.0,2.0
Super built-up  Area,Yelahanka,PuziaVe,1267.0,3.0,1.0,78.0,2.0
Super built-up  Area,Yelahanka,Aduil T,1360.0,2.0,1.0,78.19,2.0
Built-up  Area,Yelahanka New Town,KHatsFl,650.0,1.0,2.0,33.0,1.0
Super built-up  Area,Yelahanka New Town,KHatsFl,500.0,1.0,1.0,20.0,1.0
Super built-up  Area,Yelahanka New Town,,440.0,1.0,1.0,16.5,1.0
Super built-up  Area,Yelahanka New Town,,1610.0,3.0,2.0,92.0,3.0
Super built-up  Area,Yelahanka New Town,Cerasy ,1700.0,3.0,2.0,90.0,3.0
Super built-up  Area,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,20.0,1.0
Built-up  Area,Yelahanka New Town,KHatsFl,350.0,1.0,1.0,13.5,1.0
Super built-up  Area,Yelahanka New Town,SPllain,1541.0,3.0,3.0,80.0,3.0
Super built-up  Area,Yelahanka New Town,KHatsFl,500.0,2.0,1.0,24.0,1.0
Built-up  Area,Yelahanka New Town,,650.0,1.0,1.0,17.0,1.0
Built-up  Area,Yelahanka New Town,KHatsFl,450.0,1.0,0.0,16.0,1.0
Built-up  Area,Yelahanka New Town,KHatsFl,1209.0,2.0,3.0,65.0,3.0
Super built-up  Area,Yelahanka New Town,KHatsFl,1400.0,2.0,2.0,80.0,3.0
Super built-up  Area,Yelahanka New Town,,450.0,1.0,1.0,15.0,1.0
Super built-up  Area,Yelahanka New Town,KHatsFl,500.0,1.0,1.0,18.0,1.0
Super built-up  Area,Yelahanka New Town,,1420.0,2.0,1.0,75.0,3.0
Carpet  Area,Yelahanka New Town,KHatsFl,485.021334,2.0,1.0,18.0,1.0
Super built-up  Area,Yelahanka New Town,,2437.0,3.0,2.0,125.0,3.0
Super built-up  Area,Yelahanka New Town,KHatsFl,284.0,1.0,1.0,8.0,1.0
Plot  Area,Yelahanka New Town,,2200.0,2.0,0.0,180.0,2.0
Built-up  Area,Yelahanka New Town,KHatsFl,488.0,1.0,1.0,20.0,1.0
Super built-up  Area,Yelahanka New Town,,1100.0,2.0,1.0,58.0,2.0
Super built-up  Area,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,18.0,1.0
Plot  Area,Yelahanka New Town,,1740.0,3.0,2.0,150.0,3.0
Built-up  Area,Yelahanka New Town,G harth,1290.0,2.0,2.0,70.0,2.0
Super built-up  Area,Yeshwanthpur,IBityin,2502.0,3.0,3.0,138.0,3.0
Super built-up  Area,Yeshwanthpur,Aroomba,1693.0,3.0,3.0,108.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,667.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,Detat H,1950.0,4.0,0.0,130.0,4.0
Super built-up  Area,Yeshwanthpur,IBityin,665.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1161.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,2557.0,3.0,2.0,141.0,3.0
Super built-up  Area,Yeshwanthpur,GoandAc,1850.0,3.0,3.0,100.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,671.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,RNvasth,1852.0,3.0,2.0,160.0,3.0
Super built-up  Area,Yeshwanthpur,Prthand,1277.5,2.0,0.0,95.815,2.0
Super built-up  Area,Yeshwanthpur,IBityin,668.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,Aroomba,1185.0,2.0,2.0,75.84,2.0
Super built-up  Area,Yeshwanthpur,Vatra N,1195.0,2.0,2.0,100.0,2.0
Super built-up  Area,Yeshwanthpur,,1826.0,3.0,2.0,165.0,3.0
Super built-up  Area,Yeshwanthpur,,1313.0,3.0,1.0,96.0,3.0
Super built-up  Area,Yeshwanthpur,Goandn ,1400.0,2.0,2.0,100.0,2.0
Super built-up  Area,Yeshwanthpur,IBityin,2559.0,3.0,2.0,141.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,673.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,VSlistr,717.0,2.0,0.0,49.475,2.0
Super built-up  Area,Yeshwanthpur,IBityin,3600.0,5.0,,220.0,4.0
Super built-up  Area,Yeshwanthpur,IBityin,1168.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,VSlistr,605.0,1.0,0.0,41.745,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1382.0,2.0,2.0,76.18,3.0
Super built-up  Area,Yeshwanthpur,IBityin,669.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1385.0,2.0,2.0,76.18,3.0
Built-up  Area,Yeshwanthpur,,3027.0,4.0,3.0,260.0,3.0
Plot  Area,Yeshwanthpur,Pantym ,1200.0,2.0,0.0,63.0,2.0
Plot  Area,Yeshwanthpur,,1200.0,4.0,1.0,110.0,4.0
Super built-up  Area,Yeshwanthpur,IBityin,1679.0,3.0,,92.13,3.0
Super built-up  Area,Yeshwanthpur,IBityin,670.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1381.0,2.0,2.0,76.18,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1678.0,3.0,,92.13,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1240.0,2.0,2.0,80.0,2.0
Super built-up  Area,Yeshwanthpur,Aroomba,1713.0,3.0,2.0,110.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1144.0,2.0,2.0,67.0,2.0
Super built-up  Area,Yeshwanthpur,RNvasth,1541.0,2.0,2.0,130.0,2.0
Super built-up  Area,Yeshwanthpur,IBityin,2501.0,3.0,3.0,138.0,3.0
Plot  Area,Yeshwanthpur,,1362.0,2.0,0.0,100.0,2.0
Super built-up  Area,Yeshwanthpur,IBityin,666.0,1.0,1.0,36.8,1.0
Super built-up  Area,Yeshwanthpur,VSineDi,770.0,1.0,1.0,70.0,2.0
Super built-up  Area,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,140.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,2504.0,3.0,3.0,138.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1165.0,2.0,1.0,85.0,2.0
Super built-up  Area,Yeshwanthpur,,1860.0,3.0,2.0,168.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1163.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,1165.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,Goandn ,1825.0,3.0,2.0,145.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1384.0,2.0,2.0,76.18,3.0
Super built-up  Area,Yeshwanthpur,Vaarai ,994.0,2.0,0.0,54.67,1.0
Built-up  Area,Yeshwanthpur,,650.0,1.0,0.0,40.0,1.0
Super built-up  Area,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,140.0,3.0
Super built-up  Area,Yeshwanthpur,GoandAc,1500.0,3.0,1.0,100.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1167.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,1164.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,1520.0,3.0,3.0,85.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1677.0,3.0,,92.13,3.0
Super built-up  Area,Yeshwanthpur,IBityin,674.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1383.0,2.0,2.0,76.18,3.0
Super built-up  Area,Yeshwanthpur,IBityin,672.0,1.0,1.0,36.85,1.0
Super built-up  Area,Yeshwanthpur,IBityin,1162.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,1166.0,2.0,1.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,Vatra N,1195.0,2.0,2.0,100.0,2.0
Super built-up  Area,Yeshwanthpur,Aroomba,1692.0,3.0,3.0,108.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1169.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,2500.0,3.0,3.0,138.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1160.0,2.0,2.0,64.08,2.0
Super built-up  Area,Yeshwanthpur,IBityin,1676.0,3.0,,92.13,3.0
Super built-up  Area,Yeshwanthpur,IBityin,2503.0,3.0,3.0,138.0,3.0
Super built-up  Area,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,135.0,3.0
Super built-up  Area,Yeshwanthpur,,1876.0,3.0,3.0,160.0,3.0
Super built-up  Area,Yeshwanthpur,IBityin,1675.0,3.0,,92.13,3.0
Super built-up  Area,other,PeBayle,2770.0,4.0,2.0,290.0,3.0
Super built-up  Area,other,Ceove G,600.0,1.0,0.0,38.0,1.0
Super built-up  Area,other,PeBayle,1500.0,2.0,2.0,185.0,2.0
Super built-up  Area,other,,840.0,2.0,2.0,45.0,2.0
Plot  Area,other,,4395.0,3.0,2.0,240.0,3.0
Super built-up  Area,other,Laavevi,845.0,2.0,1.0,55.0,2.0
Built-up  Area,other,Viony H,2511.0,3.0,3.0,205.0,3.0
Super built-up  Area,other,AdentEl,1660.0,2.0,2.0,105.0,3.0
Built-up  Area,other,,1200.0,2.0,1.0,65.0,2.0
Built-up  Area,other,,1200.0,3.0,1.0,90.0,3.0
Built-up  Area,other,,782.0,2.0,2.0,55.68,2.0
Super built-up  Area,other,,1800.0,3.0,3.0,120.0,3.0
Super built-up  Area,other,Reeroce,1413.0,2.0,2.0,75.0,3.0
Super built-up  Area,other,,945.0,2.0,1.0,54.0,2.0
Built-up  Area,other,Jahts H,1870.0,3.0,3.0,110.0,3.0
Super built-up  Area,other,TiaksAa,1260.0,2.0,2.0,85.05,3.0
Super built-up  Area,other,Betatsi,2795.0,4.0,,235.0,3.0
Super built-up  Area,other,ETens G,1904.0,3.0,1.0,150.0,3.0
Super built-up  Area,other,Hohnari,2000.0,3.0,1.0,175.0,3.0
Super built-up  Area,other,Naods W,1425.0,2.0,2.0,75.0,3.0
Plot  Area,other,,1500.0,3.0,2.0,100.0,3.0
Plot  Area,other,,1800.0,7.0,1.0,250.0,7.0
Built-up  Area,other,,1783.0,3.0,1.0,115.0,3.0
Super built-up  Area,other,,912.0,2.0,1.0,70.0,3.0
Super built-up  Area,other,HodhiSa,1580.0,3.0,3.0,100.0,3.0
Super built-up  Area,other,,1415.0,3.0,3.0,78.0,3.0
Super built-up  Area,other,MacleK ,2405.0,4.0,2.0,260.0,3.0
Plot  Area,other,,1500.0,2.0,1.0,115.0,2.0
Built-up  Area,other,,1060.0,2.0,2.0,60.0,2.0
Plot  Area,other,,2600.0,8.0,2.0,180.0,8.0
Super built-up  Area,other,SJcerpe,1644.0,3.0,3.0,84.0,3.0
Super built-up  Area,other,Supams ,1285.0,2.0,3.0,72.5,2.0
Plot  Area,other,Sreat R,4050.0,3.0,2.0,280.0,3.0
Built-up  Area,other,,1280.0,2.0,1.0,69.0,2.0
Plot  Area,other,,1200.0,5.0,,170.0,5.0
Super built-up  Area,other,Calyxy ,3045.0,3.0,2.0,170.0,3.0
Plot  Area,other,,900.0,2.0,1.0,110.0,2.0
Plot  Area,other,Sreat R,4111.0,4.0,2.0,250.0,4.0
Super built-up  Area,other,Prave E,2000.0,4.0,0.0,120.0,4.0
Super built-up  Area,other,MaisePa,1560.0,3.0,3.0,115.0,3.0
Plot  Area,other,,1200.0,4.0,3.0,165.0,4.0
Built-up  Area,other,Itala A,1645.0,3.0,2.0,95.0,3.0
Plot  Area,other,,1200.0,2.0,0.0,79.0,2.0
Plot  Area,other,,1350.0,2.0,0.0,140.0,3.0
Super built-up  Area,other,Vancy R,1800.0,3.0,0.0,150.0,3.0
Super built-up  Area,other,,1762.0,3.0,1.0,125.0,3.0
Super built-up  Area,other,,950.0,2.0,2.0,50.0,2.0
Super built-up  Area,other,,1200.0,3.0,0.0,90.0,3.0
Super built-up  Area,other,Sothadr,2023.71,3.0,2.0,275.0,3.0
Super built-up  Area,other,Bltonin,2150.0,4.0,,240.0,3.0
Built-up  Area,other,Gontyol,3309.0,4.0,3.0,325.0,4.0
Super built-up  Area,other,Bancyri,5000.0,9.0,3.0,360.0,11.0
Super built-up  Area,other,Vantspa,1150.0,2.0,2.0,126.0,2.0
Super built-up  Area,other,,1200.0,2.0,1.0,74.0,2.0
Super built-up  Area,other,VDdonel,1753.0,3.0,2.0,120.0,3.0
Super built-up  Area,other,Shinei ,1000.0,2.0,1.0,53.0,2.0
Plot  Area,other,,720.0,2.0,1.0,45.0,2.0
Plot  Area,other,,1200.0,3.0,1.0,165.0,4.0
Built-up  Area,other,,700.0,1.0,0.0,41.0,1.0
Built-up  Area,other,,1595.0,3.0,2.0,115.0,3.0
Super built-up  Area,other,OlarkLa,1353.0,2.0,2.0,110.0,2.0
Built-up  Area,other,,1200.0,2.0,0.0,85.0,1.0
Built-up  Area,other,Foconna,1325.0,2.0,1.0,90.0,3.0
Super built-up  Area,other,Icncy R,1056.0,2.0,1.0,80.0,2.0
Super built-up  Area,other,Grare S,1600.0,3.0,2.0,86.0,3.0
Super built-up  Area,other,,1544.0,3.0,,120.0,3.0
Plot  Area,other,,1200.0,2.0,0.0,65.0,2.0
Built-up  Area,other,,540.0,1.0,1.0,36.0,1.0
Super built-up  Area,other,Puceswn,1578.0,3.0,1.0,180.0,3.0
Plot  Area,other,,1600.0,2.0,0.0,115.0,2.0
Super built-up  Area,other,,416.0,1.0,1.0,18.5,1.0
Built-up  Area,other,DSureSi,1630.0,3.0,2.0,85.0,3.0
Built-up  Area,other,Kaantth,834.0,1.0,1.0,60.0,1.0
Plot  Area,other,,1125.0,4.0,1.0,70.0,3.0
Super built-up  Area,other,,3000.0,5.0,2.0,260.0,4.0
Plot  Area,other,,2160.0,5.0,1.0,250.0,6.0
Super built-up  Area,other,Prntsax,469.0,1.0,0.0,25.0,1.0
Super built-up  Area,other,Malex C,1630.0,2.0,2.0,200.0,2.0
Super built-up  Area,other,,2072.0,3.0,2.0,108.0,3.0
Built-up  Area,other,,1200.0,2.0,0.0,70.0,3.0
Super built-up  Area,other,,1350.0,3.0,0.0,77.0,3.0
Built-up  Area,other,Toainnt,4046.0,4.0,0.0,445.0,4.0
Super built-up  Area,other,,1180.0,2.0,2.0,78.34,3.0
Super built-up  Area,other,,1355.0,2.0,2.0,115.0,2.0
Plot  Area,other,,600.0,1.0,0.0,50.0,1.0
Plot  Area,other,,1200.0,5.0,0.0,100.0,5.0
Super built-up  Area,other,RMcesa ,1875.0,3.0,2.0,165.0,3.0
Plot  Area,other,,600.0,2.0,1.0,55.0,2.0
Built-up  Area,other,Sohea A,2300.0,3.0,3.0,120.0,3.0
Super built-up  Area,other,VDdonel,1750.0,3.0,1.0,120.0,3.0
Plot  Area,other,,1092.0,2.0,1.0,98.5,3.0
Super built-up  Area,other,Soeurri,1855.0,3.0,1.0,225.0,3.0
Plot  Area,other,,1210.0,4.0,2.0,160.0,5.0
Built-up  Area,other,,425.0,1.0,0.0,20.03,1.0
Plot  Area,other,,600.0,1.0,1.0,60.0,1.0
Super built-up  Area,other,RMcesa ,1468.0,2.0,1.0,140.0,2.0
Plot  Area,other,RMaanSa,4300.0,5.0,2.0,550.0,4.0
Super built-up  Area,other,,775.0,2.0,1.0,55.0,2.0
Built-up  Area,other,HMRWAyo,1105.0,2.0,2.0,58.0,2.0
Super built-up  Area,other,,1352.0,3.0,0.0,135.0,3.0
Plot  Area,other,,1200.0,3.0,,95.0,4.0
Super built-up  Area,other,Diacee ,1976.0,3.0,1.0,184.0,3.0
Plot  Area,other,Prowshi,5500.0,4.0,,600.0,4.0
Plot  Area,other,Brersld,1200.0,3.0,0.0,95.0,3.0
